id,first_name,last_name,is_retired,previous_employers,marital_status,relatives
4535,Brandise,Joachim,0,"Joachim,Joachim,Joachim",2,"{spouse: line.last_name, daughter: line.first_name}"
4536,Felice,Tound,1,"Tound,Tound,Tound",3,"{spouse: line.last_name, daughter: line.first_name}"
4537,Philis,Shanley,1,"Shanley,Shanley,Shanley",0,"{spouse: line.last_name, daughter: line.first_name}"
4538,Emylee,Judye,1,"Judye,Judye,Judye",2,"{spouse: line.last_name, daughter: line.first_name}"
4539,Queenie,Lane,0,"Lane,Lane,Lane",1,"{spouse: line.last_name, daughter: line.first_name}"
4540,Gertrud,Brian,1,"Brian,Brian,Brian",2,"{spouse: line.last_name, daughter: line.first_name}"
4541,Darci,Harl,1,"Harl,Harl,Harl",2,"{spouse: line.last_name, daughter: line.first_name}"
4542,Deane,Aldric,0,"Aldric,Aldric,Aldric",2,"{spouse: line.last_name, daughter: line.first_name}"
4543,Melanie,Whiffen,0,"Whiffen,Whiffen,Whiffen",2,"{spouse: line.last_name, daughter: line.first_name}"
4544,Ernesta,Tristram,0,"Tristram,Tristram,Tristram",3,"{spouse: line.last_name, daughter: line.first_name}"
4545,Julieta,Keelia,0,"Keelia,Keelia,Keelia",3,"{spouse: line.last_name, daughter: line.first_name}"
4546,Emmey,Arathorn,0,"Arathorn,Arathorn,Arathorn",0,"{spouse: line.last_name, daughter: line.first_name}"
4547,Belva,Sheng,0,"Sheng,Sheng,Sheng",1,"{spouse: line.last_name, daughter: line.first_name}"
4548,Mureil,Romelda,1,"Romelda,Romelda,Romelda",1,"{spouse: line.last_name, daughter: line.first_name}"
4549,Elora,Bigner,0,"Bigner,Bigner,Bigner",1,"{spouse: line.last_name, daughter: line.first_name}"
4550,Anthia,Pattin,1,"Pattin,Pattin,Pattin",2,"{spouse: line.last_name, daughter: line.first_name}"
4551,Jaclyn,Pascia,1,"Pascia,Pascia,Pascia",0,"{spouse: line.last_name, daughter: line.first_name}"
4552,Paola,Leler,0,"Leler,Leler,Leler",3,"{spouse: line.last_name, daughter: line.first_name}"
4553,Joelly,Kravits,0,"Kravits,Kravits,Kravits",3,"{spouse: line.last_name, daughter: line.first_name}"
4554,Caryl,Nerita,1,"Nerita,Nerita,Nerita",1,"{spouse: line.last_name, daughter: line.first_name}"
4555,Corry,Jehu,0,"Jehu,Jehu,Jehu",3,"{spouse: line.last_name, daughter: line.first_name}"
4556,Patricia,Valerio,1,"Valerio,Valerio,Valerio",1,"{spouse: line.last_name, daughter: line.first_name}"
4557,Rhoda,Cynar,1,"Cynar,Cynar,Cynar",3,"{spouse: line.last_name, daughter: line.first_name}"
4558,Fredericka,Si,0,"Si,Si,Si",3,"{spouse: line.last_name, daughter: line.first_name}"
4559,Lynea,Hertzfeld,0,"Hertzfeld,Hertzfeld,Hertzfeld",3,"{spouse: line.last_name, daughter: line.first_name}"
4560,Clary,Fry,0,"Fry,Fry,Fry",1,"{spouse: line.last_name, daughter: line.first_name}"
4561,Berta,McClimans,1,"McClimans,McClimans,McClimans",1,"{spouse: line.last_name, daughter: line.first_name}"
4562,Angelique,Bari,0,"Bari,Bari,Bari",1,"{spouse: line.last_name, daughter: line.first_name}"
4563,Carmela,Malvino,1,"Malvino,Malvino,Malvino",3,"{spouse: line.last_name, daughter: line.first_name}"
4564,Aubrie,Delila,0,"Delila,Delila,Delila",1,"{spouse: line.last_name, daughter: line.first_name}"
4565,Blake,Krystle,0,"Krystle,Krystle,Krystle",3,"{spouse: line.last_name, daughter: line.first_name}"
4566,Misha,Delp,1,"Delp,Delp,Delp",0,"{spouse: line.last_name, daughter: line.first_name}"
4567,Deedee,Meli,0,"Meli,Meli,Meli",0,"{spouse: line.last_name, daughter: line.first_name}"
4568,Deedee,Wesle,1,"Wesle,Wesle,Wesle",1,"{spouse: line.last_name, daughter: line.first_name}"
4569,Dorene,Rogerio,0,"Rogerio,Rogerio,Rogerio",0,"{spouse: line.last_name, daughter: line.first_name}"
4570,Emilia,Eben,1,"Eben,Eben,Eben",0,"{spouse: line.last_name, daughter: line.first_name}"
4571,Elvira,Dudley,0,"Dudley,Dudley,Dudley",3,"{spouse: line.last_name, daughter: line.first_name}"
4572,Roxane,Wittie,0,"Wittie,Wittie,Wittie",1,"{spouse: line.last_name, daughter: line.first_name}"
4573,Maridel,Bouchard,1,"Bouchard,Bouchard,Bouchard",2,"{spouse: line.last_name, daughter: line.first_name}"
4574,Grier,Lymann,0,"Lymann,Lymann,Lymann",2,"{spouse: line.last_name, daughter: line.first_name}"
4575,Jorry,Pauly,1,"Pauly,Pauly,Pauly",1,"{spouse: line.last_name, daughter: line.first_name}"
4576,Nerta,Lory,0,"Lory,Lory,Lory",0,"{spouse: line.last_name, daughter: line.first_name}"
4577,Josephine,Rebecka,0,"Rebecka,Rebecka,Rebecka",0,"{spouse: line.last_name, daughter: line.first_name}"
4578,Tabbatha,Sherrie,1,"Sherrie,Sherrie,Sherrie",3,"{spouse: line.last_name, daughter: line.first_name}"
4579,Marita,Yate,1,"Yate,Yate,Yate",0,"{spouse: line.last_name, daughter: line.first_name}"
4580,Ernesta,Matthew,1,"Matthew,Matthew,Matthew",2,"{spouse: line.last_name, daughter: line.first_name}"
4581,Jobi,Shaddock,1,"Shaddock,Shaddock,Shaddock",2,"{spouse: line.last_name, daughter: line.first_name}"
4582,Marsiella,Yerkovich,1,"Yerkovich,Yerkovich,Yerkovich",0,"{spouse: line.last_name, daughter: line.first_name}"
4583,Adriana,Ashely,0,"Ashely,Ashely,Ashely",3,"{spouse: line.last_name, daughter: line.first_name}"
4584,Felice,Niccolo,1,"Niccolo,Niccolo,Niccolo",2,"{spouse: line.last_name, daughter: line.first_name}"
4585,Brana,Jerald,1,"Jerald,Jerald,Jerald",0,"{spouse: line.last_name, daughter: line.first_name}"
4586,Mildrid,Korey,1,"Korey,Korey,Korey",2,"{spouse: line.last_name, daughter: line.first_name}"
4587,Daphne,Joli,0,"Joli,Joli,Joli",1,"{spouse: line.last_name, daughter: line.first_name}"
4588,Annecorinne,Camden,0,"Camden,Camden,Camden",3,"{spouse: line.last_name, daughter: line.first_name}"
4589,Caritta,Holbrook,1,"Holbrook,Holbrook,Holbrook",1,"{spouse: line.last_name, daughter: line.first_name}"
4590,Jessy,Maisey,0,"Maisey,Maisey,Maisey",2,"{spouse: line.last_name, daughter: line.first_name}"
4591,Pierette,Philoo,0,"Philoo,Philoo,Philoo",1,"{spouse: line.last_name, daughter: line.first_name}"
4592,Millie,Dorothy,1,"Dorothy,Dorothy,Dorothy",1,"{spouse: line.last_name, daughter: line.first_name}"
4593,Cyndie,Ludewig,0,"Ludewig,Ludewig,Ludewig",3,"{spouse: line.last_name, daughter: line.first_name}"
4594,Aili,Marsden,1,"Marsden,Marsden,Marsden",3,"{spouse: line.last_name, daughter: line.first_name}"
4595,Lory,Melony,1,"Melony,Melony,Melony",0,"{spouse: line.last_name, daughter: line.first_name}"
4596,Alie,Maurine,0,"Maurine,Maurine,Maurine",1,"{spouse: line.last_name, daughter: line.first_name}"
4597,Letizia,Wilona,1,"Wilona,Wilona,Wilona",0,"{spouse: line.last_name, daughter: line.first_name}"
4598,Althea,Faro,0,"Faro,Faro,Faro",2,"{spouse: line.last_name, daughter: line.first_name}"
4599,Sophia,Jalbert,0,"Jalbert,Jalbert,Jalbert",1,"{spouse: line.last_name, daughter: line.first_name}"
4600,Diena,Sancho,0,"Sancho,Sancho,Sancho",2,"{spouse: line.last_name, daughter: line.first_name}"
4601,Kathy,Bettine,1,"Bettine,Bettine,Bettine",1,"{spouse: line.last_name, daughter: line.first_name}"
4602,Korrie,Colleen,1,"Colleen,Colleen,Colleen",3,"{spouse: line.last_name, daughter: line.first_name}"
4603,Maud,Arvo,0,"Arvo,Arvo,Arvo",2,"{spouse: line.last_name, daughter: line.first_name}"
4604,Veda,Kevon,0,"Kevon,Kevon,Kevon",0,"{spouse: line.last_name, daughter: line.first_name}"
4605,Cacilie,Cavan,1,"Cavan,Cavan,Cavan",1,"{spouse: line.last_name, daughter: line.first_name}"
4606,Anthia,Tyson,0,"Tyson,Tyson,Tyson",1,"{spouse: line.last_name, daughter: line.first_name}"
4607,Harmonia,Quinn,0,"Quinn,Quinn,Quinn",2,"{spouse: line.last_name, daughter: line.first_name}"
4608,Averyl,Nester,0,"Nester,Nester,Nester",1,"{spouse: line.last_name, daughter: line.first_name}"
4609,Isa,Lilas,0,"Lilas,Lilas,Lilas",2,"{spouse: line.last_name, daughter: line.first_name}"
4610,Hettie,Vins,1,"Vins,Vins,Vins",0,"{spouse: line.last_name, daughter: line.first_name}"
4611,Nannie,Dorothy,0,"Dorothy,Dorothy,Dorothy",2,"{spouse: line.last_name, daughter: line.first_name}"
4612,Jillayne,Knowling,1,"Knowling,Knowling,Knowling",3,"{spouse: line.last_name, daughter: line.first_name}"
4613,Rhoda,Han,0,"Han,Han,Han",1,"{spouse: line.last_name, daughter: line.first_name}"
4614,Ezmeralda,Hessler,1,"Hessler,Hessler,Hessler",1,"{spouse: line.last_name, daughter: line.first_name}"
4615,Britte,Poll,1,"Poll,Poll,Poll",2,"{spouse: line.last_name, daughter: line.first_name}"
4616,June,Rillings,0,"Rillings,Rillings,Rillings",0,"{spouse: line.last_name, daughter: line.first_name}"
4617,June,Anton,0,"Anton,Anton,Anton",0,"{spouse: line.last_name, daughter: line.first_name}"
4618,Corina,Goldina,1,"Goldina,Goldina,Goldina",1,"{spouse: line.last_name, daughter: line.first_name}"
4619,Shannah,Odysseus,0,"Odysseus,Odysseus,Odysseus",0,"{spouse: line.last_name, daughter: line.first_name}"
4620,Fawne,Alexandr,0,"Alexandr,Alexandr,Alexandr",3,"{spouse: line.last_name, daughter: line.first_name}"
4621,Sophia,Graig,0,"Graig,Graig,Graig",1,"{spouse: line.last_name, daughter: line.first_name}"
4622,Aimil,Johnsson,1,"Johnsson,Johnsson,Johnsson",0,"{spouse: line.last_name, daughter: line.first_name}"
4623,Abbie,Stav,0,"Stav,Stav,Stav",0,"{spouse: line.last_name, daughter: line.first_name}"
4624,Darci,Carmena,1,"Carmena,Carmena,Carmena",2,"{spouse: line.last_name, daughter: line.first_name}"
4625,Demetris,Sacken,0,"Sacken,Sacken,Sacken",2,"{spouse: line.last_name, daughter: line.first_name}"
4626,Lusa,Martguerita,1,"Martguerita,Martguerita,Martguerita",0,"{spouse: line.last_name, daughter: line.first_name}"
4627,Jsandye,Payson,0,"Payson,Payson,Payson",1,"{spouse: line.last_name, daughter: line.first_name}"
4628,Orsola,Ellord,0,"Ellord,Ellord,Ellord",1,"{spouse: line.last_name, daughter: line.first_name}"
4629,Anallese,Pyle,1,"Pyle,Pyle,Pyle",1,"{spouse: line.last_name, daughter: line.first_name}"
4630,Teriann,Bearnard,1,"Bearnard,Bearnard,Bearnard",3,"{spouse: line.last_name, daughter: line.first_name}"
4631,Jackie,Marcellus,1,"Marcellus,Marcellus,Marcellus",3,"{spouse: line.last_name, daughter: line.first_name}"
4632,Wilma,Eldrid,0,"Eldrid,Eldrid,Eldrid",2,"{spouse: line.last_name, daughter: line.first_name}"
4633,Elsie,Dielu,0,"Dielu,Dielu,Dielu",1,"{spouse: line.last_name, daughter: line.first_name}"
4634,Penelopa,Bennie,0,"Bennie,Bennie,Bennie",2,"{spouse: line.last_name, daughter: line.first_name}"
4635,Fayre,Curren,1,"Curren,Curren,Curren",1,"{spouse: line.last_name, daughter: line.first_name}"
4636,Jasmina,Lacombe,0,"Lacombe,Lacombe,Lacombe",1,"{spouse: line.last_name, daughter: line.first_name}"
4637,Lelah,Sparhawk,0,"Sparhawk,Sparhawk,Sparhawk",2,"{spouse: line.last_name, daughter: line.first_name}"
4638,Gilda,Gladstone,0,"Gladstone,Gladstone,Gladstone",0,"{spouse: line.last_name, daughter: line.first_name}"
4639,Kassey,Lorain,0,"Lorain,Lorain,Lorain",2,"{spouse: line.last_name, daughter: line.first_name}"
4640,Juliane,Westphal,0,"Westphal,Westphal,Westphal",0,"{spouse: line.last_name, daughter: line.first_name}"
4641,Viviene,Aprile,1,"Aprile,Aprile,Aprile",0,"{spouse: line.last_name, daughter: line.first_name}"
4642,Kerrin,Read,1,"Read,Read,Read",1,"{spouse: line.last_name, daughter: line.first_name}"
4643,Averyl,Hathaway,0,"Hathaway,Hathaway,Hathaway",1,"{spouse: line.last_name, daughter: line.first_name}"
4644,Joleen,Mike,1,"Mike,Mike,Mike",2,"{spouse: line.last_name, daughter: line.first_name}"
4645,Jinny,Michella,0,"Michella,Michella,Michella",2,"{spouse: line.last_name, daughter: line.first_name}"
4646,Kimmy,Gregrory,0,"Gregrory,Gregrory,Gregrory",3,"{spouse: line.last_name, daughter: line.first_name}"
4647,Mamie,Ietta,0,"Ietta,Ietta,Ietta",3,"{spouse: line.last_name, daughter: line.first_name}"
4648,Agathe,Darbie,0,"Darbie,Darbie,Darbie",1,"{spouse: line.last_name, daughter: line.first_name}"
4649,Lonnie,Yusuk,0,"Yusuk,Yusuk,Yusuk",3,"{spouse: line.last_name, daughter: line.first_name}"
4650,Georgina,Ochs,1,"Ochs,Ochs,Ochs",1,"{spouse: line.last_name, daughter: line.first_name}"
4651,Korrie,Gahl,0,"Gahl,Gahl,Gahl",1,"{spouse: line.last_name, daughter: line.first_name}"
4652,Nonnah,Hailee,0,"Hailee,Hailee,Hailee",3,"{spouse: line.last_name, daughter: line.first_name}"
4653,Monika,Olin,1,"Olin,Olin,Olin",2,"{spouse: line.last_name, daughter: line.first_name}"
4654,Donetta,Si,1,"Si,Si,Si",0,"{spouse: line.last_name, daughter: line.first_name}"
4655,Zondra,Christine,1,"Christine,Christine,Christine",1,"{spouse: line.last_name, daughter: line.first_name}"
4656,Danny,Wiener,1,"Wiener,Wiener,Wiener",0,"{spouse: line.last_name, daughter: line.first_name}"
4657,Claudina,Sigfrid,1,"Sigfrid,Sigfrid,Sigfrid",0,"{spouse: line.last_name, daughter: line.first_name}"
4658,Cyndie,Brunell,1,"Brunell,Brunell,Brunell",1,"{spouse: line.last_name, daughter: line.first_name}"
4659,Vere,Radu,0,"Radu,Radu,Radu",1,"{spouse: line.last_name, daughter: line.first_name}"
4660,Marti,Fontana,0,"Fontana,Fontana,Fontana",0,"{spouse: line.last_name, daughter: line.first_name}"
4661,Rosaline,Janith,0,"Janith,Janith,Janith",1,"{spouse: line.last_name, daughter: line.first_name}"
4662,Xylina,Hedve,0,"Hedve,Hedve,Hedve",0,"{spouse: line.last_name, daughter: line.first_name}"
4663,Flory,Lowry,0,"Lowry,Lowry,Lowry",2,"{spouse: line.last_name, daughter: line.first_name}"
4664,Beverley,Emmaline,1,"Emmaline,Emmaline,Emmaline",1,"{spouse: line.last_name, daughter: line.first_name}"
4665,Ursulina,Roche,1,"Roche,Roche,Roche",3,"{spouse: line.last_name, daughter: line.first_name}"
4666,Vere,Keelia,1,"Keelia,Keelia,Keelia",1,"{spouse: line.last_name, daughter: line.first_name}"
4667,Sarette,Fiester,0,"Fiester,Fiester,Fiester",1,"{spouse: line.last_name, daughter: line.first_name}"
4668,Catrina,Randene,1,"Randene,Randene,Randene",2,"{spouse: line.last_name, daughter: line.first_name}"
4669,Elmira,Sharl,0,"Sharl,Sharl,Sharl",0,"{spouse: line.last_name, daughter: line.first_name}"
4670,Mahalia,Maurine,1,"Maurine,Maurine,Maurine",0,"{spouse: line.last_name, daughter: line.first_name}"
4671,Aimil,Kylander,1,"Kylander,Kylander,Kylander",3,"{spouse: line.last_name, daughter: line.first_name}"
4672,Ivett,Dorine,0,"Dorine,Dorine,Dorine",2,"{spouse: line.last_name, daughter: line.first_name}"
4673,Tersina,Garrison,0,"Garrison,Garrison,Garrison",3,"{spouse: line.last_name, daughter: line.first_name}"
4674,Blondelle,Minetta,1,"Minetta,Minetta,Minetta",1,"{spouse: line.last_name, daughter: line.first_name}"
4675,Ulrike,Bultman,1,"Bultman,Bultman,Bultman",2,"{spouse: line.last_name, daughter: line.first_name}"
4676,Ermengarde,Infield,0,"Infield,Infield,Infield",0,"{spouse: line.last_name, daughter: line.first_name}"
4677,Aryn,Othilia,1,"Othilia,Othilia,Othilia",0,"{spouse: line.last_name, daughter: line.first_name}"
4678,Desirae,Virgin,1,"Virgin,Virgin,Virgin",1,"{spouse: line.last_name, daughter: line.first_name}"
4679,Tamqrah,Bethany,0,"Bethany,Bethany,Bethany",0,"{spouse: line.last_name, daughter: line.first_name}"
4680,Vivia,Sancho,0,"Sancho,Sancho,Sancho",3,"{spouse: line.last_name, daughter: line.first_name}"
4681,Ardenia,Jarib,1,"Jarib,Jarib,Jarib",0,"{spouse: line.last_name, daughter: line.first_name}"
4682,Melodie,Solitta,1,"Solitta,Solitta,Solitta",3,"{spouse: line.last_name, daughter: line.first_name}"
4683,Yvonne,Stanwood,1,"Stanwood,Stanwood,Stanwood",3,"{spouse: line.last_name, daughter: line.first_name}"
4684,Florie,Papageno,0,"Papageno,Papageno,Papageno",2,"{spouse: line.last_name, daughter: line.first_name}"
4685,Krystle,Sundin,1,"Sundin,Sundin,Sundin",1,"{spouse: line.last_name, daughter: line.first_name}"
4686,Noelle,Elsinore,0,"Elsinore,Elsinore,Elsinore",3,"{spouse: line.last_name, daughter: line.first_name}"
4687,Olwen,Bonucci,0,"Bonucci,Bonucci,Bonucci",0,"{spouse: line.last_name, daughter: line.first_name}"
4688,Lulita,Schroth,1,"Schroth,Schroth,Schroth",3,"{spouse: line.last_name, daughter: line.first_name}"
4689,Brianna,Loleta,1,"Loleta,Loleta,Loleta",1,"{spouse: line.last_name, daughter: line.first_name}"
4690,Goldie,Doig,0,"Doig,Doig,Doig",3,"{spouse: line.last_name, daughter: line.first_name}"
4691,Kylynn,Fink,0,"Fink,Fink,Fink",1,"{spouse: line.last_name, daughter: line.first_name}"
4692,Lindie,Elsinore,0,"Elsinore,Elsinore,Elsinore",1,"{spouse: line.last_name, daughter: line.first_name}"
4693,Kirstin,Shaddock,1,"Shaddock,Shaddock,Shaddock",3,"{spouse: line.last_name, daughter: line.first_name}"
4694,Carlie,Junie,1,"Junie,Junie,Junie",2,"{spouse: line.last_name, daughter: line.first_name}"
4695,Rochette,Cath,0,"Cath,Cath,Cath",1,"{spouse: line.last_name, daughter: line.first_name}"
4696,Livvyy,Oriana,0,"Oriana,Oriana,Oriana",3,"{spouse: line.last_name, daughter: line.first_name}"
4697,Adore,Thema,1,"Thema,Thema,Thema",2,"{spouse: line.last_name, daughter: line.first_name}"
4698,Claudina,Bethany,1,"Bethany,Bethany,Bethany",2,"{spouse: line.last_name, daughter: line.first_name}"
4699,Amelia,Pearse,1,"Pearse,Pearse,Pearse",1,"{spouse: line.last_name, daughter: line.first_name}"
4700,Joane,Wenoa,0,"Wenoa,Wenoa,Wenoa",2,"{spouse: line.last_name, daughter: line.first_name}"
4701,Ana,Bryna,1,"Bryna,Bryna,Bryna",2,"{spouse: line.last_name, daughter: line.first_name}"
4702,Celestyna,Sabella,1,"Sabella,Sabella,Sabella",3,"{spouse: line.last_name, daughter: line.first_name}"
4703,Harrietta,Frendel,1,"Frendel,Frendel,Frendel",2,"{spouse: line.last_name, daughter: line.first_name}"
4704,Constance,Nikaniki,1,"Nikaniki,Nikaniki,Nikaniki",2,"{spouse: line.last_name, daughter: line.first_name}"
4705,Shannah,Payson,1,"Payson,Payson,Payson",2,"{spouse: line.last_name, daughter: line.first_name}"
4706,Cindelyn,Verger,1,"Verger,Verger,Verger",1,"{spouse: line.last_name, daughter: line.first_name}"
4707,Rebeca,Arvo,1,"Arvo,Arvo,Arvo",2,"{spouse: line.last_name, daughter: line.first_name}"
4708,Reeba,Noam,0,"Noam,Noam,Noam",0,"{spouse: line.last_name, daughter: line.first_name}"
4709,Charissa,Sothena,1,"Sothena,Sothena,Sothena",3,"{spouse: line.last_name, daughter: line.first_name}"
4710,Ana,Terrence,0,"Terrence,Terrence,Terrence",1,"{spouse: line.last_name, daughter: line.first_name}"
4711,Bibby,Nicoline,0,"Nicoline,Nicoline,Nicoline",3,"{spouse: line.last_name, daughter: line.first_name}"
4712,Ingrid,Aloise,1,"Aloise,Aloise,Aloise",0,"{spouse: line.last_name, daughter: line.first_name}"
4713,Jasmina,Reneta,0,"Reneta,Reneta,Reneta",3,"{spouse: line.last_name, daughter: line.first_name}"
4714,Annecorinne,Lay,0,"Lay,Lay,Lay",1,"{spouse: line.last_name, daughter: line.first_name}"
4715,Lenna,Teddman,0,"Teddman,Teddman,Teddman",1,"{spouse: line.last_name, daughter: line.first_name}"
4716,Sherrie,Salvidor,1,"Salvidor,Salvidor,Salvidor",0,"{spouse: line.last_name, daughter: line.first_name}"
4717,Jeanna,Desai,0,"Desai,Desai,Desai",1,"{spouse: line.last_name, daughter: line.first_name}"
4718,Leona,Henebry,0,"Henebry,Henebry,Henebry",1,"{spouse: line.last_name, daughter: line.first_name}"
4719,Ariela,Lia,1,"Lia,Lia,Lia",0,"{spouse: line.last_name, daughter: line.first_name}"
4720,Tybie,Damarra,0,"Damarra,Damarra,Damarra",2,"{spouse: line.last_name, daughter: line.first_name}"
4721,Noelle,Bohlin,1,"Bohlin,Bohlin,Bohlin",2,"{spouse: line.last_name, daughter: line.first_name}"
4722,Starla,Hubert,1,"Hubert,Hubert,Hubert",3,"{spouse: line.last_name, daughter: line.first_name}"
4723,Andeee,Haymes,0,"Haymes,Haymes,Haymes",3,"{spouse: line.last_name, daughter: line.first_name}"
4724,Gui,Byrne,0,"Byrne,Byrne,Byrne",2,"{spouse: line.last_name, daughter: line.first_name}"
4725,Selia,Koehler,1,"Koehler,Koehler,Koehler",2,"{spouse: line.last_name, daughter: line.first_name}"
4726,Etta,Calhoun,0,"Calhoun,Calhoun,Calhoun",1,"{spouse: line.last_name, daughter: line.first_name}"
4727,Vivia,Cimbura,0,"Cimbura,Cimbura,Cimbura",3,"{spouse: line.last_name, daughter: line.first_name}"
4728,Frieda,Mayeda,0,"Mayeda,Mayeda,Mayeda",3,"{spouse: line.last_name, daughter: line.first_name}"
4729,Drucie,Gaynor,0,"Gaynor,Gaynor,Gaynor",3,"{spouse: line.last_name, daughter: line.first_name}"
4730,Sadie,Penelopa,1,"Penelopa,Penelopa,Penelopa",0,"{spouse: line.last_name, daughter: line.first_name}"
4731,Karly,Kamaria,1,"Kamaria,Kamaria,Kamaria",3,"{spouse: line.last_name, daughter: line.first_name}"
4732,Vivia,Podvin,0,"Podvin,Podvin,Podvin",1,"{spouse: line.last_name, daughter: line.first_name}"
4733,Stacey,Euridice,1,"Euridice,Euridice,Euridice",0,"{spouse: line.last_name, daughter: line.first_name}"
4734,Kaja,Simmonds,0,"Simmonds,Simmonds,Simmonds",1,"{spouse: line.last_name, daughter: line.first_name}"
4735,Doralynne,Judye,0,"Judye,Judye,Judye",3,"{spouse: line.last_name, daughter: line.first_name}"
4736,Aurore,Ranjiv,1,"Ranjiv,Ranjiv,Ranjiv",2,"{spouse: line.last_name, daughter: line.first_name}"
4737,Julieta,Khorma,1,"Khorma,Khorma,Khorma",3,"{spouse: line.last_name, daughter: line.first_name}"
4738,Margarette,Braun,0,"Braun,Braun,Braun",3,"{spouse: line.last_name, daughter: line.first_name}"
4739,Cindelyn,Laverne,0,"Laverne,Laverne,Laverne",3,"{spouse: line.last_name, daughter: line.first_name}"
4740,Angelique,Maurine,1,"Maurine,Maurine,Maurine",1,"{spouse: line.last_name, daughter: line.first_name}"
4741,Gwenneth,Nance,0,"Nance,Nance,Nance",3,"{spouse: line.last_name, daughter: line.first_name}"
4742,Giustina,Tufts,0,"Tufts,Tufts,Tufts",0,"{spouse: line.last_name, daughter: line.first_name}"
4743,Alameda,Emerson,0,"Emerson,Emerson,Emerson",0,"{spouse: line.last_name, daughter: line.first_name}"
4744,Sashenka,Norrie,1,"Norrie,Norrie,Norrie",3,"{spouse: line.last_name, daughter: line.first_name}"
4745,Joceline,Fillbert,1,"Fillbert,Fillbert,Fillbert",1,"{spouse: line.last_name, daughter: line.first_name}"
4746,Shell,Lissi,0,"Lissi,Lissi,Lissi",2,"{spouse: line.last_name, daughter: line.first_name}"
4747,Shannah,Sacken,1,"Sacken,Sacken,Sacken",1,"{spouse: line.last_name, daughter: line.first_name}"
4748,Karlee,Weitman,1,"Weitman,Weitman,Weitman",1,"{spouse: line.last_name, daughter: line.first_name}"
4749,Anthia,Liva,1,"Liva,Liva,Liva",1,"{spouse: line.last_name, daughter: line.first_name}"
4750,Caressa,Deny,0,"Deny,Deny,Deny",2,"{spouse: line.last_name, daughter: line.first_name}"
4751,Gloria,Kathie,1,"Kathie,Kathie,Kathie",1,"{spouse: line.last_name, daughter: line.first_name}"
4752,Alejandra,Henebry,0,"Henebry,Henebry,Henebry",3,"{spouse: line.last_name, daughter: line.first_name}"
4753,Keelia,Ophelia,1,"Ophelia,Ophelia,Ophelia",1,"{spouse: line.last_name, daughter: line.first_name}"
4754,Gabriellia,Colp,0,"Colp,Colp,Colp",0,"{spouse: line.last_name, daughter: line.first_name}"
4755,Tiffie,Iaverne,1,"Iaverne,Iaverne,Iaverne",0,"{spouse: line.last_name, daughter: line.first_name}"
4756,Steffane,Georas,1,"Georas,Georas,Georas",2,"{spouse: line.last_name, daughter: line.first_name}"
4757,Aurelie,Hepsibah,0,"Hepsibah,Hepsibah,Hepsibah",3,"{spouse: line.last_name, daughter: line.first_name}"
4758,Dyann,Georas,0,"Georas,Georas,Georas",1,"{spouse: line.last_name, daughter: line.first_name}"
4759,Carlie,Buttaro,1,"Buttaro,Buttaro,Buttaro",1,"{spouse: line.last_name, daughter: line.first_name}"
4760,Fernande,Stevy,0,"Stevy,Stevy,Stevy",0,"{spouse: line.last_name, daughter: line.first_name}"
4761,Oralee,Abram,1,"Abram,Abram,Abram",0,"{spouse: line.last_name, daughter: line.first_name}"
4762,Leontine,Magnolia,0,"Magnolia,Magnolia,Magnolia",3,"{spouse: line.last_name, daughter: line.first_name}"
4763,Collen,Moina,0,"Moina,Moina,Moina",0,"{spouse: line.last_name, daughter: line.first_name}"
4764,Marylou,Dyche,0,"Dyche,Dyche,Dyche",0,"{spouse: line.last_name, daughter: line.first_name}"
4765,Monika,Donell,1,"Donell,Donell,Donell",1,"{spouse: line.last_name, daughter: line.first_name}"
4766,Selma,Kannry,1,"Kannry,Kannry,Kannry",2,"{spouse: line.last_name, daughter: line.first_name}"
4767,Carly,Johnsson,0,"Johnsson,Johnsson,Johnsson",2,"{spouse: line.last_name, daughter: line.first_name}"
4768,Caritta,Jerold,1,"Jerold,Jerold,Jerold",1,"{spouse: line.last_name, daughter: line.first_name}"
4769,Agnese,Vilma,0,"Vilma,Vilma,Vilma",1,"{spouse: line.last_name, daughter: line.first_name}"
4770,Zia,Infield,1,"Infield,Infield,Infield",0,"{spouse: line.last_name, daughter: line.first_name}"
4771,Cherilyn,Cimbura,0,"Cimbura,Cimbura,Cimbura",2,"{spouse: line.last_name, daughter: line.first_name}"
4772,Regina,Gaulin,1,"Gaulin,Gaulin,Gaulin",1,"{spouse: line.last_name, daughter: line.first_name}"
4773,Fina,Ephrem,1,"Ephrem,Ephrem,Ephrem",0,"{spouse: line.last_name, daughter: line.first_name}"
4774,Willetta,Alcott,0,"Alcott,Alcott,Alcott",1,"{spouse: line.last_name, daughter: line.first_name}"
4775,Raquela,Adlare,0,"Adlare,Adlare,Adlare",0,"{spouse: line.last_name, daughter: line.first_name}"
4776,Frances,Newell,1,"Newell,Newell,Newell",2,"{spouse: line.last_name, daughter: line.first_name}"
4777,Debee,Delp,1,"Delp,Delp,Delp",2,"{spouse: line.last_name, daughter: line.first_name}"
4778,Dacia,Billye,1,"Billye,Billye,Billye",0,"{spouse: line.last_name, daughter: line.first_name}"
4779,Judy,Tufts,1,"Tufts,Tufts,Tufts",0,"{spouse: line.last_name, daughter: line.first_name}"
